地点名称,类型,经度,纬度,情绪权重,地址,POI编码
Top台球俱乐部(奥朗特购物广场店),体育场馆,118.012654,36.810435,0.7,马尚街道办事处共青团西路270号三层2号,B0K665OLFS
天行健游泳健身俱乐部,体育场馆,118.320950,36.834906,0.7,凤凰原著南门西160米,B0G12SKQYA
潮庭健身(欧丽洛雅店),体育场馆,118.011354,36.828545,0.7,[],B0G2AK3KH0
周村体育馆,体育场馆,117.847984,36.789105,0.7,体育场路1039号,B0FFF4WQNW
冰纷万象(淄博万象汇),体育场馆,118.061457,36.802568,0.7,金晶大道66号淄博万象汇L4层L406,B0FFIA1ZZM
淄博田敏乒乓球俱乐部,体育场馆,118.061296,36.820468,0.7,华光路42号北门,B0FFFZ75PV
的幸·强无敌张店羽球国际主题馆羽毛球馆,体育场馆,118.072624,36.780393,0.7,昌国路167号,B0K0CUE7NC
众羽羽毛球馆,体育场馆,118.002165,36.786206,0.7,昌国西路125号淄博客运中心主站楼五层东区北侧,B0KKM1KL6W
WIN体能私教工作室,体育场馆,118.032000,36.810034,0.7,北西六路3号齐赛大厦B座307,B0GD3D2GRQ
准神台球俱乐部(银泰商城店),体育场馆,117.851963,36.797549,0.7,中和街38号金桥商厦三楼,B0JU1RW6QK
圣洋游泳(淄博恒大翡翠华庭店),体育场馆,118.039832,36.848593,0.7,鲁泰大道与北西五路交汇处恒大翡翠华庭南门,B0JUYAN8EC
动力100游泳健身会所(银泰城店),体育场馆,118.036422,36.848499,0.7,银泰城二楼东区,B0G3JY4AV7
拿铁计划健身馆,体育场馆,117.928208,36.835469,0.7,北郊镇大学生创业园区15号楼4F,B0J12L61GF
0533羽毛球馆,体育场馆,118.078680,36.838265,0.7,青龙山路15号,B0K30HTP9I
星动重塑女性健身,体育场馆,118.024703,36.825757,0.7,世纪路西班牙风情街东首南栋3层,B0FFL7D0T0
正心跆拳道馆(人民西路店),体育场馆,118.020096,36.814181,0.7,马尚镇人民西路169号宏仁堂药店二楼,B02150R40V
星牌台球俱乐部,体育场馆,118.072495,36.815271,0.7,华光路东坊文创园南端,B0G1USR0F9
临淄拿铁健身俱乐部(棠悦店),体育场馆,118.326372,36.833733,0.7,学府路棠悦小区1号楼商铺1号,B0JUMH9BM6
梦武少儿武术散打(方和茂店),体育场馆,118.299886,36.814326,0.7,桓公路方和茂4F402,B0KDDSAJLU
黑咖空间健身馆,体育场馆,118.002446,36.841283,0.7,颐丰花园颐盛园21号楼4层,B0J03ZZR97
启点健身(九宏大厦店),体育场馆,118.036119,36.838087,0.7,西五路与中润大道路口西北角九宏大厦,B0FFM4K258
旗胜足球场,体育场馆,118.024355,36.773073,0.7,世纪路51号,B0KUYMWVUO
小牛一杆台球俱乐部,体育场馆,117.862230,36.497585,0.7,城东街道沿河路38号,B0KRAHDB28
威灵格桌球(利民大厦店),体育场馆,118.043439,36.813846,0.7,人民西路29号甲2号利民大厦B1层,B02150QQJS
行动力健身,体育场馆,118.294247,36.819368,0.7,石化大厦西路三楼,B0IA296JU5
泽升游泳馆,体育场馆,117.961470,36.670221,0.7,淄川区经济开发区钟楼红绿灯北100米路东,B0JUYZM8ZO
墨羽羽毛球馆,体育场馆,117.975839,36.868265,0.7,中南高科九州安全技术有限公司一号楼,B0KATDPQ94
君爵桌球俱乐部,体育场馆,117.974739,36.638948,0.7,润泰祥和苑西北门南140米,B02150SNSO
皇室桌球(道庄小区西区东店),体育场馆,118.042127,36.816457,0.7,步行街北段48号(道庄小区西区旁),B0215048HM
SOS台球俱乐部,体育场馆,118.029034,36.807820,0.7,福悦南街86号,B0J0TCZM6O
盛世·璟点台球,体育场馆,118.031094,36.798846,0.7,南西六路35号,B0H12M8A83
1+健身,体育场馆,118.331682,36.816494,0.7,方正2009北区负一层1健身,B0K6HLG53D
壹玖健身会,体育场馆,117.979273,36.845252,0.7,房镇镇香港路金鼎盛湖壹号负一楼,B0KD17MIU8
乔氏桌球(晏婴路店),体育场馆,118.311476,36.819986,0.7,闻韶路38号内负一层,B0FFFSO6JF
动力100健身(盛世国际店),体育场馆,117.868437,36.799085,0.7,正阳路2888号活力城F4层,B0FFKY9663
华齐私教健身中心(银泰店),体育场馆,118.033449,36.849891,0.7,石桥大道212号甲31号,B0JG0DCW38
喜力私教健身(华润店),体育场馆,118.060887,36.803298,0.7,金晶大道华润大厦2406室,B0JAL55JTG
谈小娱24h自助台球(水晶街店),体育场馆,118.005781,36.816180,0.7,人民西路星火未来教育城G2座一层沿街谈小娱,B0K19AC4BT
天乙篮球公园,体育场馆,118.003703,36.851280,0.7,房镇镇北京路和铭波路交叉口东800米路北院内,B0HU1SBG9H
自由界健身游泳俱乐部,体育场馆,118.323180,36.812518,0.7,勇士生活区,B0FFLNA3UT
临淄蹴鞠小镇,体育场馆,118.371823,36.805196,0.7,齐陵街道齐陵街道临淄大道168号,B0FFJ4ZJSA
飞龙台球会馆,体育场馆,118.050940,36.809874,0.7,海泉帝景西门北60米地下一层,B02150RNUS
巧遇健身会所(润德大厦店),体育场馆,117.991658,36.822160,0.7,CBD润德大厦A座809,B0G0ZUY8SK
TT台球俱乐部,体育场馆,117.974840,36.639349,0.7,淄城东路537号消防队南民生银行三楼,B0KA1RSXXM
氧气私教健身会所(义乌店),体育场馆,118.024109,36.822686,0.7,华光路玉龙大厦B座14层1419,B0K64HJ27B
星小奥少儿运动馆(福园校区),体育场馆,118.027301,36.808121,0.7,共青团西路福园西区大润发北门西侧100米,B0I327L2FN
奥搏体育羽毛球馆,体育场馆,118.095336,36.971540,0.7,大润万家超市北50米,B0JKG533HM
淄博齐乐网球俱乐部,体育场馆,118.051554,36.844410,0.7,万杰路101号良子动力院内,B0G31CXPKU
王超·台球俱乐部(奥德隆家居店),体育场馆,118.307274,36.807644,0.7,牛山路275号奥德隆家居五楼,B0H0YSIGJC
漫巴台球,体育场馆,117.926954,36.834190,0.7,联通路淄博大学城园区8号楼101室,B0JDFZXG7W
兄弟台球(吉祥路店),体育场馆,117.971646,36.654461,0.7,吉祥路427号,B0FFGLZP4Q
蓝溪国际滑雪场(暂停营业),体育场馆,118.358638,36.781914,0.7,齐陵街道办南山庄村村委院内,B0FFFPL78G
齐乐梦华玉黛湖滑雪场(暂停营业),体育场馆,118.143299,36.806183,0.7,杏园街道湖田街道办事处309国道6公里处路北玉黛湖滑雪场内向西20米,B0FFLJ772L
齐乐梦华嬉雪乐园,体育场馆,118.028288,36.665735,0.7,双杨镇藏梓村村委南300米,B02150SQ9F
思迈健身会所(山东新星集团新星商厦店),体育场馆,118.023065,36.781464,0.7,南世纪路新星商厦3层北侧,B0HBBD1HU0
大昌文化羽毛球俱乐部,体育场馆,118.022468,36.850107,0.7,大张村东门东200米路南,B0K0OLNUZW
金属狗26小时共享健身,体育场馆,118.035745,36.831279,0.7,莲池利群一楼,B0K2YCMSOQ
志速城市滑雪空间(淄博万象汇),体育场馆,118.061233,36.801430,0.7,金晶大道66号淄博万象汇L3层L366,B0IKJN4ITL
万海格斗,体育场馆,118.060994,36.807167,0.7,金晶大道179号新星技校2楼对门,B0FFKRCX39
中华武馆(张桓路),体育场馆,118.044124,36.824793,0.7,张桓路23-2号,B02150QQXL
飞龙台球棋牌(百脑汇店),体育场馆,118.048080,36.803115,0.7,柳泉路百脑汇4层4Y06席位,B0KBORHMMK
锤子女子健身,体育场馆,117.991131,36.847568,0.7,绿城兰园9-102,B0I3FUS3BS
恒泰游泳健身会馆,体育场馆,117.855636,36.479015,0.7,山头街道南神头社区6号水岸名居北门售楼处,B0H3Y559P3
嗨8台球俱乐部,体育场馆,118.010268,36.829087,0.7,宏程国际广场红星美凯龙负一楼,B0K1MCOGYR
淄博星空台球(水晶街店),体育场馆,118.003627,36.816338,0.7,重庆路人民路路口水晶街F座3楼扶梯东侧,B0HUMZT3QD
飞扬台球俱乐部,体育场馆,118.059651,36.802584,0.7,金晶大道157号负一层,B0HGNDNM7D
联启羽毛球馆,体育场馆,117.867129,36.776279,0.7,正阳路789号,B0JDKU62BK
锤子女子健身,体育场馆,118.032627,36.838044,0.7,中润大道与西六路交叉口北100米,B0H05CGCFO
裕翔球馆,体育场馆,118.041251,36.844890,0.7,万杰路87号裕桥工业园院内,B0FFLJWRO6
刘煜拳击馆,体育场馆,117.987399,36.814711,0.7,张店区体育中心1155号,B0IUDSGSLZ
旷野之息露营地,体育场馆,118.060419,36.903402,0.7,鲁信路与黄河大道交界口以南340米,B0J1572UO3
凡尔赛篮球公园,体育场馆,118.076607,36.820241,0.7,乔里街,B0I0NZ5PSK
哈雷慧6号星球(银泰城店),体育场馆,118.033619,36.848875,0.7,银泰城3层,B0H1NR94ER
征服者越野俱乐部(淄博店),体育场馆,118.161408,36.495809,0.7,鲁子峪村生态园,B0IUK5QCUT
翊炀羽毛球馆,体育场馆,117.933706,36.811639,0.7,滨河西路淄博碧桂园流苏园北门西10米,B0KD1HJ3WN
图乐台球俱乐部,体育场馆,118.043981,36.829208,0.7,明清街91号甲4二楼,B0IK55UC6Y
梁荣贵台球俱乐部锐胜旗舰店(齐纳店),体育场馆,118.331847,36.813853,0.7,天齐路200甲好买购购物中心F2层,B0KDK7K6YH
体育中心篮球馆,体育场馆,117.984709,36.815222,0.7,人民西路与北京路交叉口西南角体育中心综合馆,B0FFGD0JKY
良家健身(沂源店),体育场馆,118.185790,36.193686,0.7,鲁山路英华学校十字路口西109号,B0FFG9CDYN
金三角亿峰台球,体育场馆,118.297741,36.821013,0.7,假日风景西门旁,B0HROHIYND
福润斯游泳健身会所,体育场馆,118.054290,36.805671,0.7,共青团西路33号,B0FFKGJ73N
张店区大拿乔氏台球厅,体育场馆,118.035919,36.830971,0.7,莲池中心路西五路利群南首5-23号,B0H3KAYUF8
寇氏游泳健身馆,体育场馆,118.339486,36.814335,0.7,稷山路338号雍锦半岛西门对面B1层,B0JRGR05CD
凡尔赛篮球运动中心,体育场馆,118.051511,36.854882,0.7,刺绣路1号,B0KDV5LHLC
谈小娱24h自助台球棋牌(莲池店),体育场馆,118.036283,36.831241,0.7,山东省张店区莲池利群东门北侧楼梯二楼,B0JKBHMRCJ
康美达健身(工职院店),体育场馆,118.085163,36.892869,0.7,张北路173号,B0JUORBOCZ
XIK酷点台球俱乐部,体育场馆,118.104709,36.958861,0.7,中心大街91号甲15号,B0KR5RZ5Q2
速形特氧舱运动中心,体育场馆,118.048107,36.803525,0.7,金宝岛大厦四楼,B0K0B7GL2S
曼巴台球俱乐部(兴桓路店),体育场馆,118.099896,36.953136,0.7,兴桓路288号第8户沿街房,B0K67L1FJ6
卓小健少儿综合运动馆,体育场馆,118.027090,36.807664,0.7,共青团西路辅路与福悦南街交叉口西180米,B0KA47GB0T
动力100游泳健身(荣盛广场店),体育场馆,117.999996,36.825192,0.7,丰泰路荣盛广场一楼西门,B0H3S7N7E3
金沙游泳健身(万象汇店),体育场馆,118.060989,36.803223,0.7,万象汇5楼金沙游泳健身L533,B0JR3ZDBP3
万隆台球,体育场馆,117.969942,36.837366,0.7,济南路与中润大道交叉口南200米,B0K0U6TOKP
你好·普拉提·瑜伽,体育场馆,118.009241,36.842339,0.7,丰悦路17号二楼,B0K6ND4KML
华齐私教健身中心(华侨店),体育场馆,117.992958,36.819546,0.7,华侨大厦四楼417室,B0JG7U0GLY
抡8台球俱乐部,体育场馆,118.107740,36.962169,0.7,张北路3290号,B0KKZDTC4K
阳光动力心武搏击健身工作室,体育场馆,117.859144,36.496395,0.7,城东街道沿河东路第五季地下停车场67-2,B0FFG9JTMJ
富瑞特全民健身中心(富瑞特城市广场店),体育场馆,117.851331,36.808928,0.7,东街富瑞特城市广场,B0HD2CDEBT
AS Fitness健身馆,体育场馆,118.055871,36.841907,0.7,万杰路火炬花园2期4号楼101号商铺,B0JDCR6FXO
响袋24h无人自助台球(吾悦广场店),体育场馆,118.023236,36.784281,0.7,吾悦广场对面iu酒店北侧二楼,B0J0DCPY8S
威斯曼健身搏击俱乐部(百脑汇店),体育场馆,118.048142,36.802401,0.7,柳泉路31号百脑汇4楼,B0FFHQEAWQ
85台球俱乐部,体育场馆,118.050951,36.820277,0.7,银领国际商务中心北门东60米,B0KBOH8AZH
零度台球,体育场馆,118.300082,36.813906,0.7,桓公路85号易购广场外围东南角二楼,B0KAXLBG4Q
天后台球,体育场馆,118.052038,36.803252,0.7,张店区美食街60号天后台球4楼,B021503ZOQ
响袋24小时自助棋牌台球(淄博潘庄店),体育场馆,118.059775,36.819697,0.7,华光路48号B座二楼,B0K6G527WS
凯瑞教育(硕学校区),体育场馆,118.034936,36.862246,0.7,银泰城北侧北西六路南石社区东门沿街房,B0FFLF8V5K
骑士台球棋牌俱乐部,体育场馆,118.020878,36.828858,0.7,世纪花园南门对过九级便民市场院内第一烤场隔壁,B0JBMG4RMV
谈小娱24h自助台球(博山淄博商厦店),体育场馆,117.857884,36.511516,0.7,白虎山西路8号淄博商厦博山店东首谈小娱自助台球,B0KG0CK39T
李芳·普拉提·婵柔运动馆,体育场馆,118.030875,36.837947,0.7,华侨城南门西侧2号楼商业广场3楼308,B0IAZ5TWE7
野香蕉团课健身,体育场馆,118.078014,36.816783,0.7,张店区华光路2号甲7号,B0KGZR6GO4
加能健身,体育场馆,118.038489,36.848930,0.7,恒大翡翠华庭B2商业楼205,B0IK05PPR3
动力100游泳健身(吾悦广场店),体育场馆,117.866817,36.823078,0.7,正阳路5299号吾悦广场淄博周村店F5层,B0JRC76T8M
临淄御马苑马术俱乐部,体育场馆,118.368429,36.802627,0.7,临淄大道168号蹴鞠小镇31号木屋,B0J0YAS37B
风云台球俱乐部(汇美·弘域店),体育场馆,118.001339,36.816564,0.7,人民路亿丰大厦西邻汇美弘域写字楼负一层,B0H1U90WAA
十六台球器材,体育场馆,118.284746,36.814537,0.7,雪宫街道桓公路74号甲3号,B0K1NSIKLE
金沙健身(易达店),体育场馆,117.837132,36.497611,0.7,中心路98号易达广场F1层,B0FFJL19XV
汇达台球俱乐部,体育场馆,118.006687,36.816106,0.7,人民西路与重庆路交汇处水晶街H座5层,B0KDNZUG8C
博山羽毛球运动中心,体育场馆,117.832353,36.514638,0.7,西域城村,B0H6GU0QIN
乐享星牌台球,体育场馆,118.056996,36.801438,0.7,城中西内环路与西一路交叉口东北40米,B0H13UMJA8
谈小娱24h自助台球(东三路店),体育场馆,118.075710,36.794204,0.7,东三路21号保利城西门南侧10号,B0K6UALWFT
世纪篮球俱乐部(金筷子校区),体育场馆,118.063452,36.843070,0.7,万杰路112号,B0FFG2RRX4
球小牛24h自助台球,体育场馆,117.965372,36.650305,0.7,鸿泰大厦4楼405室,B0K36UF3K4
淄博悦动乒乓球俱乐部,体育场馆,118.003041,36.841249,0.7,丰安路颐丰花园颐盛园20号楼1号商铺二楼,B0KURD97TV
天玺24h台球俱乐部,体育场馆,118.037403,36.841989,0.7,北西五路37号,B0IKY7H6UG
海鸥ZONE健身工作室,体育场馆,117.866042,36.822629,0.7,金周村步行街二楼s2-253,B0K1BDTM84
全民健身广场,体育场馆,118.188243,36.193088,0.7,润生路与鲁山路交叉口西南20米,B0FFM3DQZH
凯马健身俱乐部(遄台店),体育场馆,118.320304,36.813408,0.7,遄台路利群2-3层(近遄台小利群),B02150QFY7
九号台球(银座商城店),体育场馆,117.840632,37.164546,0.7,芦湖路301号银座商城四楼,B0I1VUXMZT
星8台球,体育场馆,118.053028,36.799244,0.7,新村路61号,B0J1H9VAW6
少儿游泳综合运动馆,体育场馆,118.026240,36.808166,0.7,新东升福园23号-18南侧-19-34-38,B0KR75HBTP
进无止境台球俱乐部,体育场馆,117.996650,36.799600,0.7,和平路148号万客源超市负一层南区,B0JBBZY2BV
TOP-1私教健身(东岳店),体育场馆,118.076828,36.948274,0.7,柳泉北路856号(东岳国际党群社区服务中心负一层),B0H2PAO6NS
DH健身,体育场馆,118.062042,36.810552,0.7,金晶大道与人民西路辅路交叉口西南100米,B0H2OMB8FA
博山篮球运动中心,体育场馆,117.832791,36.514627,0.7,博山西域城路西首,B0H6A5MLWZ
元创健身工作室,体育场馆,118.043131,36.807041,0.7,淄博赵树堂中医馆南侧50米,B0G0VXOR53
柒月·普拉提·塑形(居然之家店),体育场馆,118.056230,36.841163,0.7,居然之家E座2001,B0JDO59Y3A
谈小娱24h自助台球(健康路店),体育场馆,118.169741,36.194487,0.7,健康路89号二楼,B0J2BMS3HZ
乐豆璟点台球俱乐部,体育场馆,118.105840,36.960057,0.7,张北路2999号,B0IU77LATY
齐盛健身工作室,体育场馆,117.999041,36.844338,0.7,距公园北路与北京路交叉口20米中濠酒店3楼,B0HUG5RBC7
高青县第九小时健身俱乐部(银座商城店),体育场馆,117.840109,37.164844,0.7,银座四楼(电影院上边),B0FFIVP5TX
建国私教健身会所(齐悦商业街店),体育场馆,117.987907,36.809122,0.7,张店区山东省淄博市创业·齐悦国际花园1期西南门西南50米,B0FFK2CZ50
酷玩猩球(吾悦广场店),体育场馆,117.866325,36.822625,0.7,正阳路5299号吾悦广场淄博周村店F3层,B0J109O081
篮球场,体育场馆,117.983237,36.787736,0.7,孝妇河湿地公园(东南角),B0H3SULVNA
绿巨人健身(山铝店),体育场馆,118.045932,36.753401,0.7,铝城购物中心对面三楼,B02150QKIH
7+健身·普拉提工作室,体育场馆,117.993385,36.822541,0.7,北京路与华光路交叉口鼎成大厦19楼1914,B0J06MJXT6
鑫乔羽毛球馆,体育场馆,118.076222,36.817135,0.7,体育场街道华光路10号高颈法兰场院内,B0FFG9DNCV
博弈台球俱乐部天玺淄博旗舰店,体育场馆,118.032176,36.810442,0.7,北西六路3号齐赛大厦三期A座9楼,B0JUYCXNNG
极光健身工作室(中欧国际馆),体育场馆,117.993377,36.820954,0.7,北京路中欧国际B座12层1201,B0GUA5AURF
群星乒乓球俱乐部,体育场馆,118.302705,36.808550,0.7,雪宫街道雪宫路301甲10实验小学南300米晨光文具3层,B0JU2A74HL
九合台球俱乐部(凤阳大厦店),体育场馆,118.042796,36.801969,0.7,凤阳大厦全季酒店2楼,B0JKT9D515
谈小娱24h自助台球(迎春街店),体育场馆,118.060762,36.826108,0.7,联通路,B0J36HFTA8
零距离健身,体育场馆,118.077582,36.816188,0.7,华光路与东三路交汇处东150米3号甲16号,B0I69D46YO
腾勃台球俱乐部,体育场馆,118.082624,36.950303,0.7,渔洋街永乐巷北首洁馨超市东侧,B0J21CJBSM
来力台球俱乐部(文昌路店),体育场馆,117.890451,36.661357,0.7,民佳大厦二楼,B0KBPRZQSQ
猛犸兄弟私教健身会所,体育场馆,118.053542,36.825692,0.7,柳泉路77甲10号新世界广场2号楼503,B0JUMCCMTS
康平乒乓球俱乐部,体育场馆,118.281593,36.805622,0.7,二化康平文化宫内,B0FFHS4JGD
英森国际台球俱乐部,体育场馆,118.166412,36.183542,0.7,居家城灯塔北30米路东,B0KACLTVL9
文昌湖深蓝台球俱乐部,体育场馆,117.866521,36.730761,0.7,正阳路与102省道交叉口西南88米,B0J0TO1B12
